run_name,epoch,global_step,train_loss,dev_accuracy,learning_rate,examples_seen,effective_batch_size
WANLI_3way,1,1,0.582638256251812,,4.166666666666667e-06,32,32
WANLI_3way,1,25,0.43213475367054344,,0.00010416666666666667,800,32
WANLI_3way,1,50,0.39101628902368246,,0.00020833333333333335,1600,32
WANLI_3way,1,75,0.37470144864792626,,0.0003125,2400,32
WANLI_3way,1,100,0.36371943415608254,,0.0004166666666666667,3200,32
WANLI_3way,1,125,0.35929849656298757,,0.0004986702127659575,4000,32
WANLI_3way,1,150,0.35556987438040477,,0.0004920212765957447,4800,32
WANLI_3way,1,175,0.3498568163413022,,0.0004853723404255319,5600,32
WANLI_3way,1,200,0.34599672512849794,,0.0004787234042553192,6400,32
WANLI_3way,1,225,0.3434079793116285,,0.0004720744680851064,7200,32
WANLI_3way,1,250,0.3408615731950849,,0.00046542553191489364,8000,32
WANLI_3way,1,275,0.3394547227617692,,0.00045877659574468084,8800,32
WANLI_3way,1,300,0.33732672322696694,,0.0004521276595744681,9600,32
WANLI_3way,1,325,0.3356573024033927,,0.0004454787234042553,10400,32
WANLI_3way,1,350,0.3334202756666179,,0.00043882978723404256,11200,32
WANLI_3way,1,375,0.33232632830366493,,0.0004321808510638298,12000,32
WANLI_3way,1,400,0.33116677365847863,,0.000425531914893617,12800,32
WANLI_3way,1,425,0.32997632333132276,,0.0004188829787234043,13600,32
WANLI_3way,1,450,0.3275682445253349,,0.00041223404255319153,14400,32
WANLI_3way,1,475,0.3265000771054704,,0.00040558510638297873,15200,32
WANLI_3way,1,500,0.32493695378582926,,0.00039893617021276594,16000,32
WANLI_3way,1,525,0.32389063690656,,0.0003922872340425532,16800,32
WANLI_3way,1,550,0.32265256854028185,,0.00038563829787234045,17600,32
WANLI_3way,1,575,0.32190634273721475,,0.00037898936170212765,18400,32
WANLI_3way,1,600,0.3213174876314588,,0.0003723404255319149,19200,32
WANLI_3way,1,625,0.3207088993422687,,0.00036569148936170217,20000,32
WANLI_3way,1,650,0.3199792240423938,,0.00035904255319148937,20800,32
WANLI_3way,1,675,0.3187517106277799,,0.0003523936170212766,21600,32
WANLI_3way,1,700,0.3178329606560458,,0.0003457446808510639,22400,32
WANLI_3way,1,725,0.3178561201601707,,0.0003390957446808511,23200,32
WANLI_3way,1,750,0.3175024331162373,,0.0003324468085106383,24000,32
WANLI_3way,1,775,0.31746255485160696,,0.0003257978723404255,24800,32
WANLI_3way,1,800,0.3173173366708215,,0.0003191489361702128,25600,32
WANLI_3way,1,825,0.31648787309951854,,0.0003125,26400,32
WANLI_3way,1,850,0.31605100925463964,,0.0003058510638297872,27200,32
WANLI_3way,1,875,0.31549870565746513,,0.0002992021276595745,28000,32
WANLI_3way,1,900,0.3147682268327723,,0.0002925531914893617,28800,32
WANLI_3way,1,925,0.3142557913392178,,0.0002859042553191489,29600,32
WANLI_3way,1,950,0.3134834084233367,,0.00027925531914893613,30400,32
WANLI_3way,1,975,0.31283498148648786,,0.00027260638297872344,31200,32
WANLI_3way,1,1000,0.312372650813777,,0.00026595744680851064,32000,32
WANLI_3way,1,1000,0.312372650813777,0.6733333333333333,0.00026595744680851064,32000,32
WANLI_3way,1,1025,0.3117974519952223,,0.00025930851063829785,32800,32
WANLI_3way,1,1050,0.31121154657653755,,0.0002526595744680851,33600,32
WANLI_3way,1,1075,0.31022673201638945,,0.00024601063829787236,34400,32
WANLI_3way,1,1100,0.3093964388369667,,0.0002393617021276596,35200,32
WANLI_3way,1,1125,0.30891921163764263,,0.00023271276595744682,36000,32
WANLI_3way,1,1150,0.308420532008876,,0.00022606382978723405,36800,32
WANLI_3way,1,1175,0.3078552354761261,,0.00021941489361702128,37600,32
WANLI_3way,1,1200,0.30708509623383484,,0.0002127659574468085,38400,32
WANLI_3way,1,1225,0.30605227294587056,,0.00020611702127659577,39200,32
WANLI_3way,1,1250,0.30554699433930216,,0.00019946808510638297,40000,32
WANLI_3way,1,1275,0.3048869355033864,,0.00019281914893617023,40800,32
WANLI_3way,1,1300,0.30409601901120575,,0.00018617021276595746,41600,32
WANLI_3way,1,1325,0.3035108717945668,,0.00017952127659574469,42400,32
WANLI_3way,1,1350,0.3028024299608337,,0.00017287234042553194,43200,32
WANLI_3way,1,1375,0.30213752688467505,,0.00016622340425531914,44000,32
WANLI_3way,1,1400,0.30147702518351643,,0.0001595744680851064,44800,32
WANLI_3way,1,1425,0.3008693664125575,,0.0001529255319148936,45600,32
WANLI_3way,1,1450,0.3002268930823253,,0.00014627659574468086,46400,32
WANLI_3way,1,1475,0.2999840704664209,,0.00013962765957446806,47200,32
WANLI_3way,1,1500,0.2991378231945758,,0.00013297872340425532,48000,32
WANLI_3way,1,1525,0.2983709311570789,,0.00012632978723404255,48800,32
WANLI_3way,1,1550,0.29781425450537957,,0.0001196808510638298,49600,32
WANLI_3way,2,1575,0.29697344608900567,,0.00011303191489361702,50400,32
WANLI_3way,2,1600,0.29577425325900547,,0.00010638297872340425,51200,32
WANLI_3way,2,1625,0.294791030486186,,9.973404255319148e-05,52000,32
WANLI_3way,2,1650,0.2938285768019374,,9.308510638297873e-05,52800,32
WANLI_3way,2,1675,0.2926545210692809,,8.643617021276597e-05,53600,32
WANLI_3way,2,1700,0.29163243502939995,,7.97872340425532e-05,54400,32
WANLI_3way,2,1725,0.29061930806335545,,7.313829787234043e-05,55200,32
WANLI_3way,2,1750,0.2896397798258279,,6.648936170212766e-05,56000,32
WANLI_3way,2,1775,0.2886230200117218,,5.98404255319149e-05,56800,32
WANLI_3way,2,1800,0.2878015196419114,,5.319148936170213e-05,57600,32
WANLI_3way,2,1825,0.2869637279743201,,4.6542553191489364e-05,58400,32
WANLI_3way,2,1850,0.28597036528212294,,3.98936170212766e-05,59200,32
WANLI_3way,2,1875,0.28504678269438444,,3.324468085106383e-05,60000,32
WANLI_3way,2,1900,0.28444244575355887,,2.6595744680851064e-05,60800,32
WANLI_3way,2,1925,0.28380255090907314,,1.99468085106383e-05,61600,32
WANLI_3way,2,1950,0.28302739298562163,,1.3297872340425532e-05,62400,32
WANLI_3way,2,1975,0.28222158633732486,,6.648936170212766e-06,63200,32
WANLI_3way,2,2000,0.2815142935439362,,0.0,64000,32
WANLI_3way,2,2000,0.2815142935439362,0.6583333333333333,0.0,64000,32
